subscription_id,opportunity_id,account,product,sales_agent,start_date,renewal_date,starting_arr,renewal_outcome,renewal_arr
SUB-02156,KTSB1KYT,Hottechi,GTX Basic,Jonathan Berthelot,2017-09-09,2018-09-09,460.0,Renewed Flat,460.0
SUB-02157,RB7IA4JX,Rundofase,GTX Basic,Jonathan Berthelot,2017-06-28,2018-06-28,546.0,Renewed Flat,546.0
SUB-02158,M4HY664H,Conecom,GTX Plus Basic,Jonathan Berthelot,2017-09-25,2018-09-25,918.0,Renewed Flat,918.0
SUB-02159,I2V3EPW7,Toughzap,MG Advanced,Lajuana Vencill,2017-08-02,2018-08-02,3018.0,Expansion,3944.96
SUB-02160,RB8LSFVK,Sonron,MG Special,Markita Hansen,2017-08-24,2018-08-24,52.0,Expansion,67.47
SUB-02161,7SYJDW4L,Bioplex,MG Special,Reed Clapper,2017-08-04,2018-08-04,50.0,Renewed Flat,50.0
SUB-02162,O7E0302B,Xx-zobam,GTX Basic,Rosie Papadopoulos,2017-09-13,2018-09-13,524.0,Renewed Flat,524.0
SUB-02163,U11XXNCF,Xx-zobam,MG Advanced,Rosie Papadopoulos,2017-06-29,2018-06-28,3306.0,Renewed Flat,3306.0
SUB-02164,73FYEJQV,Hatfan,MG Special,Vicki Laflamme,2017-06-22,2018-06-22,54.0,Expansion,64.19
SUB-02165,C4CQ8FZL,Hottechi,MG Special,Vicki Laflamme,2017-06-28,2018-06-28,53.0,Renewed Flat,53.0
SUB-02166,OJ1WKIVY,Zencorporation,GTX Basic,Wilburn Farren,2017-08-29,2018-08-28,514.0,Churned,0.0
SUB-02167,N9ZXCBTU,Konex,GTX Plus Basic,Daniell Hammack,2017-06-25,2018-06-25,985.0,Contraction,737.24
SUB-02168,RLHNJZBW,Conecom,GTXPro,Darcel Schlecht,2017-08-11,2018-08-11,5843.0,Renewed Flat,5843.0
SUB-02169,GKHTT70P,Genco Pura Olive Oil Company,GTXPro,Darcel Schlecht,2017-09-17,2018-09-17,4577.0,Renewed Flat,4577.0
SUB-02170,GL8PN4LQ,Isdom,MG Advanced,Darcel Schlecht,2017-06-24,2018-06-24,3323.0,Renewed Flat,3323.0
SUB-02171,NOHEK8PU,Ontomedia,GTX Basic,Donn Cantrell,2017-09-17,2018-09-17,483.0,Renewed Flat,483.0
SUB-02172,WB44DF28,Vehement Capital Partners,GTXPro,Garret Kinder,2017-09-18,2018-09-18,5206.0,Contraction,4664.91
SUB-02173,DJ60T39C,Finhigh,MG Advanced,Gladys Colclough,2017-09-04,2018-09-04,3621.0,Churned,0.0
SUB-02174,52H2CE10,Faxquote,GTXPro,Kami Bicknell,2017-06-25,2018-06-25,4756.0,Renewed Flat,4756.0
SUB-02175,F57Z7KJF,Stanredtax,MG Advanced,Lajuana Vencill,2017-06-24,2018-06-24,3228.0,Churned,0.0
SUB-02176,ZGSQMEQ9,Bioholding,GTX Plus Basic,Niesha Huffines,2017-09-17,2018-09-17,1063.0,Renewed Flat,1063.0
SUB-02177,3NM7A8SX,Newex,MG Advanced,Zane Levy,2017-06-27,2018-06-27,4234.0,Renewed Flat,4234.0
SUB-02178,1XWQZ1F8,Plussunin,GTX Plus Basic,Cassey Cress,2017-09-16,2018-09-16,1198.0,Renewed Flat,1198.0
SUB-02179,LXGNXNX1,Sumace,GTXPro,Corliss Cosme,2017-09-09,2018-09-09,4960.0,Expansion,6876.23
SUB-02180,YQK2K6U5,Betatech,GTX Basic,Darcel Schlecht,2017-08-22,2018-08-22,576.0,Expansion,636.48
SUB-02181,FROU0UKW,Globex Corporation,GTX Plus Pro,Darcel Schlecht,2017-08-25,2018-08-25,5614.0,Renewed Flat,5614.0
SUB-02182,SD8JJSKT,Streethex,MG Advanced,Darcel Schlecht,2017-08-30,2018-08-28,3422.0,Renewed Flat,3422.0
SUB-02183,LCWP23CI,Finjob,GTX Plus Pro,James Ascencio,2017-06-24,2018-06-24,5306.0,Renewed Flat,5306.0
SUB-02184,9BTSKY01,Inity,MG Special,Lajuana Vencill,2017-09-19,2018-09-19,60.0,Renewed Flat,60.0
SUB-02185,81LMZHD1,Bioholding,GTX Plus Pro,Moses Frase,2017-08-16,2018-08-16,5018.0,Expansion,6282.45
SUB-02186,1J5Y9X1H,Groovestreet,MG Advanced,Vicki Laflamme,2017-09-17,2018-09-17,3295.0,Renewed Flat,3295.0
SUB-02187,6LC0XB2D,Rundofase,MG Special,Anna Snelling,2017-08-29,2018-08-28,61.0,Renewed Flat,61.0
SUB-02188,PAQTBHVA,Zathunicon,MG Special,Cassey Cress,2017-09-23,2018-09-23,59.0,Renewed Flat,59.0
SUB-02189,JRWBU9BS,Mathtouch,GTXPro,Daniell Hammack,2017-06-26,2018-06-26,3720.0,Expansion,4183.99
SUB-02190,K6ZDH79M,Funholding,GTXPro,Darcel Schlecht,2017-08-16,2018-08-16,5088.0,Renewed Flat,5088.0
SUB-02191,GKL9QV5B,Scotfind,GTX Plus Pro,Elease Gluck,2017-06-28,2018-06-28,6666.0,Renewed Flat,6666.0
SUB-02192,BH7EXL5M,Isdom,GTXPro,Gladys Colclough,2017-06-23,2018-06-23,5115.0,Renewed Flat,5115.0
SUB-02193,BTNSR87A,Isdom,GTX Plus Basic,Jonathan Berthelot,2017-07-01,2018-07-01,1149.0,Renewed Flat,1149.0
SUB-02194,L58MN75X,Bioholding,GTXPro,Jonathan Berthelot,2017-09-15,2018-09-15,5220.0,Renewed Flat,5220.0
SUB-02195,SWV0JUQJ,Stanredtax,MG Special,Jonathan Berthelot,2017-06-22,2018-06-22,60.0,Renewed Flat,60.0
SUB-02196,910IXBKP,Lexiqvolax,GTX Basic,Kami Bicknell,2017-06-22,2018-06-22,551.0,Expansion,694.77
SUB-02197,NTNYA5PE,Cheers,GTX Basic,Markita Hansen,2017-09-28,2018-09-28,505.0,Renewed Flat,505.0
SUB-02198,ESH4HX52,Globex Corporation,GTX Plus Pro,Marty Freudenburg,2017-08-21,2018-08-21,5472.0,Renewed Flat,5472.0
SUB-02199,VWSFZUNS,Hottechi,GTX Plus Pro,Anna Snelling,2017-08-24,2018-08-24,5271.0,Expansion,6875.05
SUB-02200,F3UB81V7,Bioplex,MG Special,Boris Faz,2017-08-23,2018-08-23,49.0,Renewed Flat,49.0
SUB-02201,FLANUQCV,Initech,GTX Plus Basic,Corliss Cosme,2017-09-21,2018-09-21,1236.0,Renewed Flat,1236.0
SUB-02202,8MKXIQQK,Zencorporation,GTXPro,Daniell Hammack,2017-06-21,2018-06-21,5388.0,Expansion,7295.03
SUB-02203,E4H6CBPJ,Funholding,GTXPro,Darcel Schlecht,2017-09-26,2018-09-26,5449.0,Renewed Flat,5449.0
SUB-02204,1FAMR9UR,Funholding,GTXPro,Darcel Schlecht,2017-06-25,2018-06-25,5030.0,Renewed Flat,5030.0
SUB-02205,SYJKN818,Hottechi,GTXPro,Darcel Schlecht,2017-08-22,2018-08-22,5195.0,Renewed Flat,5195.0
SUB-02206,VMTPCY5G,Condax,MG Special,Hayden Neloms,2017-06-25,2018-06-25,55.0,Renewed Flat,55.0
SUB-02207,CV0BDYMP,Fasehatice,MG Special,Hayden Neloms,2017-09-29,2018-09-28,62.0,Renewed Flat,62.0
SUB-02208,7DI7A7G7,Sunnamplex,GTX Basic,James Ascencio,2017-08-19,2018-08-19,459.0,Renewed Flat,459.0
SUB-02209,4DLOXD13,Y-corporation,GTX Plus Basic,Kami Bicknell,2017-08-07,2018-08-07,1097.0,Expansion,1450.45
SUB-02210,XN63KZRZ,Plexzap,GTX Plus Pro,Kami Bicknell,2017-09-29,2018-09-28,5033.0,Renewed Flat,5033.0
SUB-02211,WSG25BZ9,Blackzim,GTXPro,Kary Hendrixson,2017-09-22,2018-09-22,4966.0,Expansion,6507.69
SUB-02212,6GL2LRUH,Finjob,MG Special,Kary Hendrixson,2017-06-24,2018-06-24,52.0,Renewed Flat,52.0
SUB-02213,K0G1IB3Q,Doncon,MG Special,Markita Hansen,2017-06-27,2018-06-27,54.0,Contraction,40.87
SUB-02214,UYJDOT4Q,Sonron,GTX Plus Pro,Maureen Marcano,2017-09-12,2018-09-12,5816.0,Expansion,7655.19
SUB-02215,VOSSIXSY,Condax,MG Special,Maureen Marcano,2017-09-03,2018-09-03,53.0,Renewed Flat,53.0
SUB-02216,ILUMUKG8,Plexzap,MG Advanced,Maureen Marcano,2017-08-15,2018-08-15,3994.0,Renewed Flat,3994.0
SUB-02217,NUNQGOUW,Statholdings,MG Special,Moses Frase,2017-09-04,2018-09-04,57.0,Expansion,67.3
SUB-02218,FUHP1IXR,Scotfind,MG Advanced,Rosalina Dieter,2017-08-05,2018-08-05,3752.0,Churned,0.0
SUB-02219,TJEEFJG8,Condax,GTXPro,Rosie Papadopoulos,2017-09-21,2018-09-21,4759.0,Expansion,5276.81
SUB-02220,ABRQIWS9,Statholdings,GTX Basic,Versie Hillebrand,2017-08-24,2018-08-24,555.0,Expansion,655.78
SUB-02221,IVCON5CU,Konex,GTX Plus Basic,Zane Levy,2017-09-20,2018-09-20,1213.0,Renewed Flat,1213.0
SUB-02222,RQXFD7FW,Sonron,GTXPro,Zane Levy,2017-09-08,2018-09-08,4428.0,Expansion,5636.82
SUB-02223,VE4LZ8F5,Kan-code,MG Special,Daniell Hammack,2017-08-25,2018-08-25,62.0,Renewed Flat,62.0
SUB-02224,5AOWZ6AG,Silis,MG Advanced,Donn Cantrell,2017-08-09,2018-08-09,3546.0,Renewed Flat,3546.0
SUB-02225,3AIA6RL3,Hottechi,GTX Plus Basic,Jonathan Berthelot,2017-08-20,2018-08-20,1132.0,Renewed Flat,1132.0
SUB-02226,9TRVSW35,Condax,MG Special,Maureen Marcano,2017-08-19,2018-08-19,57.0,Renewed Flat,57.0
SUB-02227,GTH3VIDW,Fasehatice,MG Special,Maureen Marcano,2017-06-23,2018-06-23,61.0,Renewed Flat,61.0
SUB-02228,WFNKJ2LT,Plusstrip,MG Special,Maureen Marcano,2017-07-01,2018-07-01,57.0,Renewed Flat,57.0
SUB-02229,P7GCDFU8,Massive Dynamic,GTX Basic,Reed Clapper,2017-09-14,2018-09-14,649.0,Renewed Flat,649.0
SUB-02230,ACOJBA02,Finhigh,GTX Plus Pro,Versie Hillebrand,2017-07-01,2018-07-01,4813.0,Renewed Flat,4813.0
SUB-02231,FQB53DQH,Blackzim,MG Special,Vicki Laflamme,2017-07-01,2018-07-01,51.0,Renewed Flat,51.0
SUB-02232,1C2V9RAO,Goodsilron,MG Advanced,Vicki Laflamme,2017-09-13,2018-09-13,3241.0,Expansion,3787.18
SUB-02233,7FN6LV2E,Sumace,GTX Basic,Violet Mclelland,2017-09-12,2018-09-12,592.0,Renewed Flat,592.0
SUB-02234,V8I2CE9V,Zotware,GTX Basic,Wilburn Farren,2017-09-20,2018-09-20,506.0,Renewed Flat,506.0
SUB-02235,NYI5VMXK,Codehow,MG Advanced,Anna Snelling,2017-09-06,2018-09-06,3571.0,Churned,0.0
SUB-02236,Z9W748SJ,Iselectrics,MG Special,Cassey Cress,2017-07-03,2018-07-03,60.0,Renewed Flat,60.0
SUB-02237,LWX9V7HI,Konex,MG Special,Cassey Cress,2017-09-15,2018-09-15,59.0,Renewed Flat,59.0
SUB-02238,PAQOPSR0,Silis,GTX Basic,Corliss Cosme,2017-06-25,2018-06-25,551.0,Renewed Flat,551.0
SUB-02239,6BV9IARK,Isdom,GTXPro,Darcel Schlecht,2017-07-01,2018-07-01,4826.0,Renewed Flat,4826.0
SUB-02240,NTGU3NYS,Green-Plus,MG Special,Elease Gluck,2017-09-30,2018-09-28,58.0,Churned,0.0
SUB-02241,3F5AAJZB,Gekko & Co,GTXPro,Garret Kinder,2017-06-26,2018-06-26,5622.0,Churned,0.0
SUB-02242,EK0KWGQX,Dontechi,MG Advanced,Gladys Colclough,2017-08-27,2018-08-27,3177.0,Renewed Flat,3177.0
SUB-02243,K33NPCAY,Fasehatice,MG Special,Kami Bicknell,2017-08-11,2018-08-11,56.0,Churned,0.0
SUB-02244,1LLRNE8G,Kan-code,GTX Plus Basic,Maureen Marcano,2017-09-22,2018-09-22,990.0,Expansion,1213.55
SUB-02245,EFWND7VS,Warephase,GTX Basic,Niesha Huffines,2017-09-30,2018-09-28,587.0,Renewed Flat,587.0
SUB-02246,IR2D4ZG5,Bioplex,GTX Plus Pro,Rosie Papadopoulos,2017-06-27,2018-06-27,6229.0,Renewed Flat,6229.0
SUB-02247,BO8DSRV7,Xx-holding,GTX Plus Basic,Vicki Laflamme,2017-09-23,2018-09-23,1027.0,Expansion,1213.27
SUB-02248,LD1HNIUL,Scotfind,MG Advanced,Vicki Laflamme,2017-06-23,2018-06-23,3559.0,Renewed Flat,3559.0
SUB-02249,RX39Z0P1,Green-Plus,GTX Basic,Zane Levy,2017-08-28,2018-08-28,506.0,Renewed Flat,506.0
SUB-02250,ASC1OWNE,Stanredtax,GTX Plus Pro,Anna Snelling,2017-09-12,2018-09-12,6250.0,Renewed Flat,6250.0
SUB-02251,WCEPUBH5,Hottechi,MG Advanced,Cecily Lampkin,2017-09-12,2018-09-12,3510.0,Churned,0.0
SUB-02252,VMIMPP6H,Umbrella Corporation,GTX Plus Basic,Daniell Hammack,2017-09-11,2018-09-11,1078.0,Renewed Flat,1078.0
SUB-02253,B0XO4WY7,Massive Dynamic,GTX Basic,Donn Cantrell,2017-07-02,2018-07-02,553.0,Expansion,771.12
SUB-02254,VYPIKMKO,Toughzap,GTX Basic,Jonathan Berthelot,2017-08-27,2018-08-27,612.0,Contraction,379.85
SUB-02255,VCD47XNB,Funholding,GTX Plus Basic,Jonathan Berthelot,2017-06-26,2018-06-26,1033.0,Renewed Flat,1033.0
SUB-02256,8QH99OEZ,Inity,GTX Plus Basic,Jonathan Berthelot,2017-09-13,2018-09-13,1051.0,Renewed Flat,1051.0
SUB-02257,1DMERFNB,Y-corporation,GTX Basic,Kary Hendrixson,2017-09-22,2018-09-22,628.0,Expansion,752.46
SUB-02258,FR8FT0ZX,Green-Plus,GTX Plus Pro,Markita Hansen,2017-09-04,2018-09-04,4916.0,Renewed Flat,4916.0
SUB-02259,DG7LABPD,Stanredtax,MG Advanced,Marty Freudenburg,2017-09-28,2018-09-28,3590.0,Renewed Flat,3590.0
SUB-02260,ZMYUFTS9,Domzoom,MG Advanced,Moses Frase,2017-08-16,2018-08-16,3207.0,Renewed Flat,3207.0
SUB-02261,P60EK5NN,Zumgoity,MG Advanced,Moses Frase,2017-09-21,2018-09-21,2739.0,Renewed Flat,2739.0
SUB-02262,YRYMSUE3,Gogozoom,GTX Basic,Niesha Huffines,2017-07-03,2018-07-03,557.0,Renewed Flat,557.0
SUB-02263,UZOTC90C,Yearin,GTXPro,Reed Clapper,2017-06-30,2018-06-28,5302.0,Renewed Flat,5302.0
SUB-02264,JFHKBG40,Zumgoity,MG Advanced,Versie Hillebrand,2017-07-01,2018-07-01,3465.0,Renewed Flat,3465.0
SUB-02265,RJD0D0GD,Zoomit,GTXPro,Zane Levy,2017-09-06,2018-09-06,4356.0,Renewed Flat,4356.0
SUB-02266,L9IXFTIL,Gekko & Co,GTXPro,Boris Faz,2017-09-21,2018-09-21,5301.0,Renewed Flat,5301.0
SUB-02267,48FB5MD2,Treequote,MG Special,Cecily Lampkin,2017-07-05,2018-07-05,66.0,Expansion,76.47
SUB-02268,BLY5FD3N,Iselectrics,GTX Plus Pro,Corliss Cosme,2017-07-01,2018-07-01,5640.0,Churned,0.0
SUB-02269,A60QAIT3,Kan-code,GTX Plus Basic,Daniell Hammack,2017-09-28,2018-09-28,1291.0,Expansion,1515.04
SUB-02270,RQ3BV2I5,Mathtouch,GTXPro,Daniell Hammack,2017-09-27,2018-09-27,3729.0,Renewed Flat,3729.0
SUB-02271,0W6S0ODT,Conecom,MG Special,Gladys Colclough,2017-07-03,2018-07-03,49.0,Renewed Flat,49.0
SUB-02272,557JX4BM,Plusstrip,GTX Plus Basic,Hayden Neloms,2017-09-12,2018-09-12,1099.0,Renewed Flat,1099.0
SUB-02273,VRSTX620,Condax,GTX Plus Basic,Niesha Huffines,2017-07-02,2018-07-02,932.0,Renewed Flat,932.0
SUB-02274,Y6IIUECA,Donquadtech,GTX Plus Basic,Reed Clapper,2017-07-04,2018-07-04,880.0,Expansion,1199.58
SUB-02275,LXWQDEU3,Ganjaflex,GTXPro,Reed Clapper,2017-09-18,2018-09-18,4801.0,Contraction,2882.71
SUB-02276,P1E4KWF7,Konex,MG Special,Rosie Papadopoulos,2017-07-01,2018-07-01,59.0,Renewed Flat,59.0
SUB-02277,R8MZ10BW,Ron-tech,MG Special,Versie Hillebrand,2017-09-29,2018-09-28,52.0,Expansion,68.54
SUB-02278,PI8RROK0,Stanredtax,MG Advanced,Versie Hillebrand,2017-09-21,2018-09-21,2949.0,Renewed Flat,2949.0
SUB-02279,KDRIBXNQ,Konex,MG Special,Violet Mclelland,2017-08-15,2018-08-15,50.0,Renewed Flat,50.0
SUB-02280,TCK6V290,Plussunin,MG Advanced,Violet Mclelland,2017-06-30,2018-06-28,3863.0,Renewed Flat,3863.0
SUB-02281,UKSS5YPE,Stanredtax,MG Special,Anna Snelling,2017-07-02,2018-07-02,64.0,Renewed Flat,64.0
SUB-02282,Z3QJESWJ,Kinnamplus,GTX Plus Pro,Corliss Cosme,2017-08-22,2018-08-22,5038.0,Renewed Flat,5038.0
SUB-02283,PYIQ65W0,Zotware,GTXPro,Corliss Cosme,2017-07-02,2018-07-02,5088.0,Contraction,4139.07
SUB-02284,RGRUF328,Statholdings,MG Special,Gladys Colclough,2017-08-14,2018-08-14,48.0,Renewed Flat,48.0
SUB-02285,EFA9E6WV,Lexiqvolax,GTX Plus Pro,Kary Hendrixson,2017-09-30,2018-09-28,5056.0,Churned,0.0
SUB-02286,YTSX7IW3,Blackzim,MG Special,Markita Hansen,2017-07-02,2018-07-02,59.0,Churned,0.0
SUB-02287,CMD0758L,Faxquote,GTX Basic,Maureen Marcano,2017-08-21,2018-08-21,562.0,Renewed Flat,562.0
SUB-02288,CM5MFWCO,Codehow,MG Special,Moses Frase,2017-09-10,2018-09-10,63.0,Expansion,76.34
SUB-02289,0MNAGD91,Betatech,MG Advanced,Moses Frase,2017-07-05,2018-07-05,3355.0,Contraction,2098.45
SUB-02290,LBZY9VUG,Massive Dynamic,MG Special,Violet Mclelland,2017-09-17,2018-09-17,55.0,Renewed Flat,55.0
SUB-02291,6UUTR15S,Newex,GTX Plus Pro,Zane Levy,2017-09-23,2018-09-23,4059.0,Renewed Flat,4059.0
SUB-02292,9SRU5CI6,Codehow,GTX Plus Basic,Cecily Lampkin,2017-08-09,2018-08-09,1128.0,Expansion,1266.12
SUB-02293,CM2GVLV6,Ron-tech,GTX Plus Pro,Darcel Schlecht,2017-07-08,2018-07-08,5536.0,Renewed Flat,5536.0
SUB-02294,NZB45UZX,Genco Pura Olive Oil Company,GTXPro,Darcel Schlecht,2017-09-03,2018-09-03,4964.0,Renewed Flat,4964.0
SUB-02295,T2J83GFD,Domzoom,MG Special,Darcel Schlecht,2017-07-03,2018-07-03,54.0,Contraction,36.24
SUB-02296,28S2Z15A,Ron-tech,MG Special,Darcel Schlecht,2017-08-02,2018-08-02,56.0,Renewed Flat,56.0
SUB-02297,EUOA0E47,Zotware,MG Advanced,Donn Cantrell,2017-07-05,2018-07-05,3423.0,Renewed Flat,3423.0
SUB-02298,NMN9DVEV,Rangreen,GTX Plus Basic,Gladys Colclough,2017-09-14,2018-09-14,1102.0,Expansion,1443.86
SUB-02299,95V8BLR2,Goodsilron,GTX Basic,Kami Bicknell,2017-09-22,2018-09-22,519.0,Expansion,620.42
SUB-02300,81DXTTI5,Isdom,GTX Plus Pro,Lajuana Vencill,2017-07-03,2018-07-03,5536.0,Renewed Flat,5536.0
SUB-02301,95B6AKI1,Warephase,GTX Plus Basic,Marty Freudenburg,2017-07-02,2018-07-02,839.0,Renewed Flat,839.0
SUB-02302,N1G2CFCB,Dalttechnology,GTX Basic,Maureen Marcano,2017-09-06,2018-09-06,500.0,Renewed Flat,500.0
SUB-02303,40VSPND6,Rangreen,MG Advanced,Moses Frase,2017-09-24,2018-09-24,3679.0,Expansion,4692.24
SUB-02304,7RPM84Y4,Goodsilron,MG Advanced,Vicki Laflamme,2017-06-30,2018-06-28,3815.0,Renewed Flat,3815.0
SUB-02305,LFN6XPK7,Sunnamplex,MG Advanced,Vicki Laflamme,2017-06-27,2018-06-27,2753.0,Renewed Flat,2753.0
SUB-02306,18LZY55R,Xx-zobam,MG Special,Violet Mclelland,2017-07-02,2018-07-02,60.0,Renewed Flat,60.0
SUB-02307,UQALCAIV,Rantouch,GTX Plus Basic,Zane Levy,2017-07-03,2018-07-03,1137.0,Renewed Flat,1137.0
SUB-02308,6E2Y3HKI,Yearin,GTX Plus Pro,Boris Faz,2017-07-04,2018-07-04,5201.0,Renewed Flat,5201.0
SUB-02309,ZRZI054E,Toughzap,GTX Basic,Cecily Lampkin,2017-07-06,2018-07-06,612.0,Contraction,405.32
SUB-02310,CN69EYQ1,Donquadtech,GTX Plus Pro,Corliss Cosme,2017-09-11,2018-09-11,4905.0,Renewed Flat,4905.0
SUB-02311,NX4ODZY2,Streethex,GTX Plus Basic,Darcel Schlecht,2017-08-31,2018-08-28,1028.0,Renewed Flat,1028.0
SUB-02312,L2QMWU4H,Codehow,GTX Plus Pro,Darcel Schlecht,2017-09-12,2018-09-12,4430.0,Renewed Flat,4430.0
SUB-02313,XVYL67FL,Bioplex,GTX Basic,Donn Cantrell,2017-07-06,2018-07-06,541.0,Renewed Flat,541.0
SUB-02314,G1303HIC,Cancity,GTXPro,Gladys Colclough,2017-07-02,2018-07-02,5081.0,Renewed Flat,5081.0
SUB-02315,HVDQ4EEA,Rangreen,MG Advanced,Gladys Colclough,2017-06-28,2018-06-28,3478.0,Expansion,4552.92
SUB-02316,2RB900SL,J-Texon,GTXPro,James Ascencio,2017-09-15,2018-09-15,5541.0,Renewed Flat,5541.0
SUB-02317,AUS25SFH,Cancity,GTX Basic,Jonathan Berthelot,2017-07-03,2018-07-03,504.0,Expansion,603.96
SUB-02318,Q3HYAWDW,Golddex,MG Advanced,Markita Hansen,2017-08-24,2018-08-24,3838.0,Renewed Flat,3838.0
SUB-02319,94TA0AWF,Scottech,GTX Plus Pro,Marty Freudenburg,2017-08-26,2018-08-26,5217.0,Renewed Flat,5217.0
SUB-02320,G1XX0IB4,Streethex,GTX Plus Pro,Marty Freudenburg,2017-07-05,2018-07-05,4181.0,Renewed Flat,4181.0
SUB-02321,VIMY08JH,Hatfan,GTX Basic,Maureen Marcano,2017-07-06,2018-07-06,518.0,Renewed Flat,518.0
SUB-02322,WPTNE0QN,Streethex,GTX Basic,Moses Frase,2017-09-17,2018-09-17,533.0,Renewed Flat,533.0
SUB-02323,DLGW8Y7B,Singletechno,MG Advanced,Rosalina Dieter,2017-08-03,2018-08-03,3855.0,Renewed Flat,3855.0
SUB-02324,HM4TKVET,Nam-zim,GTX Basic,Zane Levy,2017-07-04,2018-07-04,617.0,Contraction,375.95
SUB-02325,Q81Q0PJK,Warephase,GTX Plus Basic,Anna Snelling,2017-07-06,2018-07-06,991.0,Renewed Flat,991.0
SUB-02326,Y5HR9J3G,Domzoom,GTX Basic,Cecily Lampkin,2017-08-01,2018-08-01,513.0,Renewed Flat,513.0
SUB-02327,STYLQ47K,Ganjaflex,GTX Plus Pro,Corliss Cosme,2017-07-07,2018-07-07,5121.0,Expansion,6016.95
SUB-02328,6CFONO4W,Zumgoity,GTXPro,Darcel Schlecht,2017-07-06,2018-07-06,4635.0,Renewed Flat,4635.0
SUB-02329,RKT3WVBC,Iselectrics,GTX Basic,Garret Kinder,2017-09-20,2018-09-20,470.0,Expansion,536.71
SUB-02330,07WKR17A,Treequote,GTX Plus Pro,Gladys Colclough,2017-09-17,2018-09-17,6193.0,Renewed Flat,6193.0
SUB-02331,7GM1XD9W,Faxquote,GTXPro,James Ascencio,2017-09-16,2018-09-16,4277.0,Expansion,5965.43
SUB-02332,QM6GJ78P,Blackzim,MG Special,Kami Bicknell,2017-07-07,2018-07-07,59.0,Renewed Flat,59.0
SUB-02333,DQ0DSK7P,Globex Corporation,GTX Plus Basic,Marty Freudenburg,2017-07-02,2018-07-02,1176.0,Expansion,1424.93
SUB-02334,MIX6JTSN,Statholdings,GTX Basic,Moses Frase,2017-07-05,2018-07-05,541.0,Renewed Flat,541.0
SUB-02335,9KYX5G9K,Domzoom,GTX Plus Pro,Niesha Huffines,2017-07-01,2018-07-01,4766.0,Renewed Flat,4766.0
SUB-02336,KWYKKVJC,Vehement Capital Partners,GTXPro,Reed Clapper,2017-07-01,2018-07-01,4785.0,Renewed Flat,4785.0
SUB-02337,T7TDUK3T,Rangreen,MG Advanced,Versie Hillebrand,2017-09-12,2018-09-12,3046.0,Renewed Flat,3046.0
SUB-02338,42YPT5L7,Ron-tech,MG Advanced,Versie Hillebrand,2017-07-04,2018-07-04,3548.0,Expansion,3926.0
SUB-02339,ACZQMAR4,Rantouch,MG Advanced,Vicki Laflamme,2017-07-07,2018-07-07,3615.0,Renewed Flat,3615.0
SUB-02340,TP9IE6PV,Genco Pura Olive Oil Company,GTX Basic,Anna Snelling,2017-09-11,2018-09-11,631.0,Churned,0.0
SUB-02341,8H19L55Y,Streethex,GTXPro,Darcel Schlecht,2017-07-07,2018-07-07,4162.0,Renewed Flat,4162.0
SUB-02342,TPNU79C1,Toughzap,MG Special,Darcel Schlecht,2017-09-29,2018-09-28,54.0,Renewed Flat,54.0
SUB-02343,TFQR150O,Iselectrics,GTXPro,Donn Cantrell,2017-07-02,2018-07-02,5064.0,Churned,0.0
SUB-02344,6FUPOO3I,Conecom,MG Advanced,Gladys Colclough,2017-07-07,2018-07-07,3865.0,Expansion,4635.93
SUB-02345,K1OBT27J,Xx-holding,GTX Basic,James Ascencio,2017-08-10,2018-08-10,553.0,Renewed Flat,553.0
SUB-02346,5CFCTZ5K,Ron-tech,GTX Basic,Jonathan Berthelot,2017-09-02,2018-09-02,501.0,Renewed Flat,501.0
SUB-02347,EG5M02ZV,J-Texon,GTX Basic,Kary Hendrixson,2017-09-27,2018-09-27,539.0,Renewed Flat,539.0
SUB-02348,5UKQ16DK,Singletechno,GTX Plus Basic,Kary Hendrixson,2017-07-04,2018-07-04,1028.0,Renewed Flat,1028.0
SUB-02349,C9M5B1N6,Nam-zim,GTXPro,Kary Hendrixson,2017-09-13,2018-09-13,3951.0,Expansion,4814.29
SUB-02350,ZS4PKX65,Finhigh,GTX Basic,Lajuana Vencill,2017-08-11,2018-08-11,560.0,Renewed Flat,560.0
SUB-02351,Y5CP83V4,Isdom,GTX Basic,Moses Frase,2017-09-30,2018-09-28,530.0,Renewed Flat,530.0
SUB-02352,9Y2HDGST,Dontechi,GTX Basic,Versie Hillebrand,2017-07-02,2018-07-02,462.0,Renewed Flat,462.0
SUB-02353,7R0G2LC1,Blackzim,GTX Plus Basic,Vicki Laflamme,2017-09-07,2018-09-07,1211.0,Renewed Flat,1211.0
SUB-02354,8FX574BJ,Scotfind,GTXPro,Vicki Laflamme,2017-07-03,2018-07-03,4264.0,Renewed Flat,4264.0
SUB-02355,AU5Q1XCW,Faxquote,MG Advanced,Vicki Laflamme,2017-09-09,2018-09-09,3104.0,Renewed Flat,3104.0
SUB-02356,CUMYWQYP,Gekko & Co,MG Special,Violet Mclelland,2017-09-30,2018-09-28,56.0,Churned,0.0
SUB-02357,29ZDUK49,Betatech,GTX Plus Basic,Anna Snelling,2017-07-10,2018-07-10,1047.0,Renewed Flat,1047.0
SUB-02358,CMCVD0N8,Warephase,GTXPro,Darcel Schlecht,2017-07-08,2018-07-08,5321.0,Renewed Flat,5321.0
